X,Y,Z,GRADE
2,97,13,0.0489
40,4,14,0.307
41,12,14,0.296
31,16,14,0.0753
90,16,14,0.0422
92,16,14,0.0663
40,17,14,0.313
18,19,14,0.0691
93,20,14,0.0325
84,23,14,0.0303
46,24,14,0.291
35,25,14,0.0244
53,28,14,0.297
98,28,14,0.1483
15,32,14,0.291
23,38,14,0.296
50,38,14,0.278
48,42,14,0.0932
30,44,14,0.1415
48,44,14,0.0715
90,48,14,0.325
94,49,14,0.314
83,52,14,0.305
76,54,14,0.0356
14,57,14,0.302
4,69,14,0.0331
72,70,14,0.1207
73,73,14,0.288
78,76,14,0.307
4,78,14,0.0686
78,80,14,0.278
36,85,14,0.1579
40,95,14,0.0466
66,95,14,0.0995
2,97,14,0.0537
40,4,15,0.287
41,12,15,0.291
31,16,15,0.308
90,16,15,0.278
92,16,15,0.304
40,17,15,0.295
18,19,15,0.3
93,20,15,0.289
84,23,15,0.308
46,24,15,0.305
35,25,15,0.292
53,28,15,0.3389
98,28,15,0.292
15,32,15,0.0983
23,38,15,0.1364
50,38,15,0.316
48,42,15,0.313
30,44,15,0.039
48,44,15,0.3
90,48,15,0.317
94,49,15,0.303
83,52,15,0.1547
76,54,15,0.0575
14,57,15,0.283
4,69,15,0.0616
72,70,15,0.302
73,73,15,0.318
78,76,15,0.317
4,78,15,0.309
78,80,15,0.0214
36,85,15,0.0824
40,95,15,0.253
66,95,15,0.281
2,97,15,0.0746
40,4,16,0.336
41,12,16,0.326
31,16,16,0.1494
90,16,16,0.137
92,16,16,0.261
40,17,16,0.308
18,19,16,0.303
93,20,16,0.153
84,23,16,0.297
46,24,16,0.299
35,25,16,0.295
53,28,16,0.0879
98,28,16,0.266
15,32,16,0.079
23,38,16,0.0694
50,38,16,0.308
48,42,16,0.31
30,44,16,0.0407
48,44,16,0.295
90,48,16,0.092
94,49,16,0.0895
83,52,16,0.0839
76,54,16,0.0302
14,57,16,0.303
4,69,16,0.0505
72,70,16,0.297
73,73,16,0.3
78,76,16,0.0255
4,78,16,0.291
78,80,16,0.0183
36,85,16,0.0548
40,95,16,0.304
66,95,16,0.282
2,97,16,0.1426
40,4,17,0.307
41,12,17,0.323
31,16,17,0.0512
90,16,17,0.308
92,16,17,0.323
40,17,17,0.309
18,19,17,0.3
93,20,17,0.299
84,23,17,0.276
46,24,17,0.3183
35,25,17,0.297
53,28,17,0.1161
98,28,17,0.298
15,32,17,0.0456
23,38,17,0.0552
50,38,17,0.322
48,42,17,0.3223
30,44,17,0.0535
48,44,17,0.0492
90,48,17,0.0506
94,49,17,0.0415
83,52,17,0.0854
76,54,17,0.0877
14,57,17,0.291
4,69,17,0.0223
72,70,17,0.265
73,73,17,0.263
78,76,17,0.0627
4,78,17,0.297
78,80,17,0.0246
36,85,17,0.0566
40,95,17,0.326
66,95,17,0.263
2,97,17,0.0896
40,4,18,0.341
41,12,18,0.347
31,16,18,0.106
90,16,18,0.323
92,16,18,0.308
40,17,18,0.0694
18,19,18,0.1574
93,20,18,0.295
84,23,18,0.286
46,24,18,0.0654
35,25,18,0.0315
53,28,18,0.1308
98,28,18,0.294
15,32,18,0.076
23,38,18,0.1228
50,38,18,0.0864
48,42,18,0.0868
30,44,18,0.0599
48,44,18,0.0706
90,48,18,0.1893
94,49,18,0.206
83,52,18,0.1754
76,54,18,0.1018
14,57,18,0.304
4,69,18,0.0772
72,70,18,0.299
73,73,18,0.0228
78,76,18,0.0433
4,78,18,0.0591
78,80,18,0.0462
36,85,18,0.304
40,95,18,0.1772
66,95,18,0.294
2,97,18,0.0812
40,4,19,0.282
41,12,19,0.295
31,16,19,0.286
90,16,19,0.267
92,16,19,0.294
40,17,19,0.0321
18,19,19,0.1164
93,20,19,0.273
84,23,19,0.264
46,24,19,0.065
35,25,19,0.0667
53,28,19,0.0525
98,28,19,0.1449
15,32,19,0.1194
23,38,19,0.0418
50,38,19,0.0788
48,42,19,0.1235
30,44,19,0.136
48,44,19,0.0649
90,48,19,0.0704
94,49,19,0.125
83,52,19,0.1533
76,54,19,0.1187
14,57,19,0.304
4,69,19,0.0524
72,70,19,0.302
73,73,19,0.287
78,76,19,0.302
4,78,19,0.0807
78,80,19,0.316
36,85,19,0.263
40,95,19,0.0457
66,95,19,0.28
2,97,19,0.0911
40,4,20,0.315
41,12,20,0.0245
31,16,20,0.278
90,16,20,0.0342
92,16,20,0.0253
40,17,20,0.1449
18,19,20,0.0923
93,20,20,0.0281
84,23,20,0.047
46,24,20,0.274
35,25,20,0.0279
53,28,20,0.303
98,28,20,0.0253
15,32,20,0.0544
23,38,20,0.0465
50,38,20,0.054
48,42,20,0.0593
30,44,20,0.0983
48,44,20,0.0623
90,48,20,0.0279
94,49,20,0.0273
83,52,20,0.0562
76,54,20,0.305
14,57,20,0.298
4,69,20,0.02
72,70,20,0.0407
73,73,20,0.1036
78,76,20,0.1196
4,78,20,0.3
78,80,20,0.286
36,85,20,0.0261
40,95,20,0.0226
66,95,20,0.28
2,97,20,0.0851
40,4,21,0.3086
41,12,21,0.0281
31,16,21,0.319
90,16,21,0.0623
92,16,21,0.1112
40,17,21,0.1503
18,19,21,0.2
93,20,21,0.0453
84,23,21,0.0571
46,24,21,0.212
35,25,21,0.087
53,28,21,0.1911
98,28,21,0.322
15,32,21,0.2152
23,38,21,0.0395
50,38,21,0.0976
48,42,21,0.1028
30,44,21,0.318
48,44,21,0.1247
90,48,21,0.1185
94,49,21,0.0719
83,52,21,0.0422
76,54,21,0.306
14,57,21,0.292
4,69,21,0.0585
72,70,21,0.0795
73,73,21,0.1158
78,76,21,0.1541
4,78,21,0.282
78,80,21,0.29
36,85,21,0.0351
40,95,21,0.0268
66,95,21,0.314
2,97,21,0.291
40,4,22,0.297
41,12,22,0.0642
31,16,22,0.2054
90,16,22,0.0391
92,16,22,0.0383
40,17,22,0.1902
18,19,22,0.294
93,20,22,0.0441
84,23,22,0.297
46,24,22,0.261
35,25,22,0.1012
53,28,22,0.279
98,28,22,0.1494
15,32,22,0.214
23,38,22,0.1235
50,38,22,0.0816
48,42,22,0.2215
30,44,22,0.267
48,44,22,0.12
90,48,22,0.0838
94,49,22,0.0916
83,52,22,0.299
76,54,22,0.287
14,57,22,0.271
4,69,22,0.283
72,70,22,0.0352
73,73,22,0.297
78,76,22,0.0697
4,78,22,0.0578
78,80,22,0.279
36,85,22,0.0337
40,95,22,0.049
66,95,22,0.298
2,97,22,0.31
40,4,23,0.0176
41,12,23,0.1103
31,16,23,0.0694
90,16,23,0.1315
92,16,23,0.1847
40,17,23,0.1897
18,19,23,0.2623
93,20,23,0.0465
84,23,23,0.272
46,24,23,0.2465
35,25,23,0.0726
53,28,23,0.301
98,28,23,0.294
15,32,23,0.1557
23,38,23,0.0559
50,38,23,0.0825
48,42,23,0.0733
30,44,23,0.0456
48,44,23,0.0664
90,48,23,0.0643
94,49,23,0.0295
83,52,23,0.29
76,54,23,0.0443
14,57,23,0.276
4,69,23,0.1053
72,70,23,0.1197
73,73,23,0.267
78,76,23,0.2201
4,78,23,0.0369
78,80,23,0.1379
36,85,23,0.1109
40,95,23,0.1252
66,95,23,0.271
2,97,23,0.0354
40,4,24,0.296
41,12,24,0.0596
31,16,24,0.255
90,16,24,0.0815
92,16,24,0.0369
40,17,24,0.1125
18,19,24,0.263
93,20,24,0.0679
84,23,24,0.0639
46,24,24,0.1985
35,25,24,0.1239
53,28,24,0.0456
98,28,24,0.322
15,32,24,0.051
23,38,24,0.1359
50,38,24,0.0364
48,42,24,0.0439
30,44,24,0.0899
48,44,24,0.0615
90,48,24,0.0446
94,49,24,0.0773
83,52,24,0.0558
76,54,24,0.0249
14,57,24,0.1375
4,69,24,0.0317
72,70,24,0.28
73,73,24,0.282
78,76,24,0.1131
4,78,24,0.0496
78,80,24,0.0817
36,85,24,0.0949
40,95,24,0.0679
66,95,24,0.281
2,97,24,0.0543
40,4,25,0.3324
41,12,25,0.0664
31,16,25,0.3475
90,16,25,0.305
92,16,25,0.305
40,17,25,0.316
18,19,25,0.1539
93,20,25,0.298
84,23,25,0.0734
46,24,25,0.0599
35,25,25,0.11
53,28,25,0.298
98,28,25,0.2827
15,32,25,0.302
23,38,25,0.3065
50,38,25,0.0767
48,42,25,0.1041
30,44,25,0.1285
48,44,25,0.1963
90,48,25,0.0485
94,49,25,0.0243
83,52,25,0.162
76,54,25,0.284
14,57,25,0.1082
4,69,25,0.28
72,70,25,0.281
73,73,25,0.281
78,76,25,0.268
4,78,25,0.0732
78,80,25,0.157
36,85,25,0.0966
40,95,25,0.0474
66,95,25,0.266
2,97,25,0.0452
40,4,26,0.0487
41,12,26,0.0755
31,16,26,0.201
90,16,26,0.28
92,16,26,0.1014
40,17,26,0.274
18,19,26,0.0644
93,20,26,0.1606
84,23,26,0.0724
46,24,26,0.087
35,25,26,0.291
53,28,26,0.291
98,28,26,0.287
15,32,26,0.275
23,38,26,0.281
50,38,26,0.309
48,42,26,0.317
30,44,26,0.1975
48,44,26,0.1071
90,48,26,0.0627
94,49,26,0.0268
83,52,26,0.0333
76,54,26,0.261
14,57,26,0.268
4,69,26,0.297
72,70,26,0.1574
73,73,26,0.1547
78,76,26,0.302
4,78,26,0.0327
78,80,26,0.0848
36,85,26,0.0748
40,95,26,0.0671
66,95,26,0.0778
2,97,26,0.272
40,4,27,0.0574
41,12,27,0.0336
31,16,27,0.0619
90,16,27,0.1971
92,16,27,0.1809
40,17,27,0.042
18,19,27,0.286
93,20,27,0.1566
84,23,27,0.0244
46,24,27,0.076
35,25,27,0.1809
53,28,27,0.052
98,28,27,0.13
15,32,27,0.1168
23,38,27,0.291
50,38,27,0.267
48,42,27,0.268
30,44,27,0.0894
48,44,27,0.1097
90,48,27,0.0197
94,49,27,0.0149
83,52,27,0.0447
76,54,27,0.1153
14,57,27,0.275
4,69,27,0.267
72,70,27,0.0393
73,73,27,0.0591
78,76,27,0.299
4,78,27,0.0609
78,80,27,0.2954
36,85,27,0.1173
40,95,27,0.0338
66,95,27,0.0868
2,97,27,0.29
40,4,28,0.0373
41,12,28,0.0546
31,16,28,0.1166
90,16,28,0.1085
92,16,28,0.1415
40,17,28,0.0483
18,19,28,0.301
93,20,28,0.1908
84,23,28,0.0444
46,24,28,0.303
35,25,28,0.0382
53,28,28,0.279
98,28,28,0.277
15,32,28,0.0301
23,38,28,0.1126
50,38,28,0.0634
48,42,28,0.0761
30,44,28,0.0544
48,44,28,0.061
90,48,28,0.0168
94,49,28,0.018
83,52,28,0.0339
76,54,28,0.1251
14,57,28,0.1515
4,69,28,0.2399
72,70,28,0.0235
73,73,28,0.0575
78,76,28,0.297
4,78,28,0.071
78,80,28,0.28
36,85,28,0.0704
40,95,28,0.277
66,95,28,0.0423
2,97,28,0.285
40,4,29,0.0385
41,12,29,0.0939
31,16,29,0.1893
90,16,29,0.0265
92,16,29,0.035
40,17,29,0.0365
18,19,29,0.0898
93,20,29,0.0697
84,23,29,0.137
46,24,29,0.305
35,25,29,0.0528
53,28,29,0.275
98,28,29,0.0309
15,32,29,0.0575
23,38,29,0.0452
50,38,29,0.267
48,42,29,0.272
30,44,29,0.0688
48,44,29,0.271
90,48,29,0.0342
94,49,29,0.0471
83,52,29,0.0388
76,54,29,0.1647
14,57,29,0.1426
4,69,29,0.2285
72,70,29,0.0238
73,73,29,0.0312
78,76,29,0.0478
4,78,29,0.1232
78,80,29,0.0876
36,85,29,0.1122
40,95,29,0.324
66,95,29,0.304
2,97,29,0.0823
20,15,0,0.0525
20,15,1,0.0719
20,15,2,0.1845
20,15,3,0.308
20,15,4,0.261
20,15,5,0.296
20,15,6,0.308
20,15,7,0.0364
20,15,8,0.097
20,15,9,0.0859
20,15,10,0.307
20,15,11,0.29
20,15,12,0.312
20,15,13,0.0722
20,15,14,0.0907
20,15,15,0.313
20,15,16,0.28
20,15,17,0.294
20,15,18,0.193
20,15,19,0.1881
20,15,20,0.0967
20,15,21,0.28
20,15,22,0.268
20,15,23,0.1214
20,15,24,0.0635
20,15,25,0.0764
20,15,26,0.0616
20,15,27,0.1233
20,15,28,0.0899
20,15,29,0.0861
29,54,0,0.291
48,54,0,0.0731
54,54,0,0.0731
53,53,1,0.1033
42,52,2,0.0584
52,52,2,0.1045
51,51,3,0.0711
50,50,4,0.285
26,49,5,0.0305
46,49,5,0.291
49,49,5,0.267
48,48,6,0.153
47,47,7,0.0452
46,46,8,0.0638
29,45,9,0.0882
35,45,9,0.042
44,45,9,0.1176
45,45,9,0.0995
44,44,10,0.0285
39,43,11,0.317
43,43,11,0.053
42,42,12,0.314
30,41,13,0.244
41,41,13,0.2783
16,40,14,0.1289
40,40,14,0.279
26,39,15,0.298
39,39,15,0.305
38,38,16,0.301
37,37,17,0.29
24,36,18,0.0556
36,36,18,0.0481
35,35,19,0.291
9,34,20,0.0424
34,34,20,0.0314
18,33,21,0.0856
33,33,21,0.307
32,32,22,0.267
6,31,23,0.0652
31,31,23,0.0691
13,30,24,0.062
22,30,24,0.277
30,30,24,0.1026
29,29,25,0.099
26,28,26,0.0693
28,28,26,0.2771
16,27,27,0.279
27,27,27,0.311
22,26,28,0.0544
26,26,28,0.299
25,25,29,0.328
79,49,0,0.1137
78,48,1,0.0695
77,47,2,0.291
76,46,3,0.285
75,45,4,0.307
74,44,5,0.29
98,44,5,0.0266
73,43,6,0.265
96,43,6,0.0797
72,42,7,0.283
94,42,7,0.044
71,41,8,0.274
92,41,8,0.0917
70,40,9,0.0994
90,40,9,0.1391
69,39,10,0.294
88,39,10,0.272
68,38,11,0.305
86,38,11,0.29
67,37,12,0.332
84,37,12,0.295
66,36,13,0.307
82,36,13,0.0719
65,35,14,0.302
80,35,14,0.0447
64,34,15,0.0589
78,34,15,0.0269
63,33,16,0.0459
76,33,16,0.0494
62,32,17,0.321
74,32,17,0.308
61,31,18,0.314
72,31,18,0.279
60,30,19,0.058
70,30,19,0.283
59,29,20,0.0592
68,29,20,0.307
58,28,21,0.0792
66,28,21,0.267
57,27,22,0.268
64,27,22,0.0967
56,26,23,0.293
62,26,23,0.1538
55,25,24,0.0496
60,25,24,0.0491
54,24,25,0.2804
58,24,25,0.0839
53,23,26,0.3
56,23,26,0.1462
52,22,27,0.0198
54,22,27,0.0388
51,21,28,0.262
52,21,28,0.289
50,20,29,0.307
